run_id,run_name,model_uri,accuracy,precision,recall,f1
57a46bd6c63a4a2db62e3cdd6583adc9,MLP-02,models:/m-3792d61d143a4e808a99ab37e3d373f2,0.9038015528889786,0.88176124501803,0.9334940727345791,0.9068904938512591
a9a5431f348644e5a21c3b9913e66513,MLP-04,models:/m-1f5bdaf93fad4d8fb4c7b8f044f02195,0.9026923464757487,0.8837031369548585,0.9282700421940928,0.9054385105340519
1f828c09cf0f4b8188de703c635a34e6,MLP-03,models:/m-35f146154aa246659d335a944df3ec8f,0.9037007159423213,0.8968034727703236,0.9132007233273056,0.904927824788452
eeac6a8d95b44436beeaa0d5cbef12b8,MLP-01,models:/m-975ca7e5163a42f8ae8964b740137a78,0.902793183422406,0.8994624726259207,0.9077757685352622,0.9036
40290974435b41b1b91f3532ec48652b,MLP-05,models:/m-c93d224380a04cdb8c49398b1724c7fa,0.9040032267822931,0.9109658974882581,0.8963230861965039,0.9035851731820944
